L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,S11,S8,T1,T2,T3,T6,S9,S10,T4,H1,T7,T8,T9,T10,V1,V2,V3,V4,V5,V6,V7,V8,H6,S2,S1,S3,S4,S5,S7,S6,T11,H7,H8,C1,C2,H2,H3,H4,H5,T5,H9,H10,H11,H12
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1781.197329,1075.165102,3190.047852,35.38078184,-0.000645127,-2.47e-05,23.4678545,0.337,10.6957958,77.70407104,-0.009157759,15.84152222,44.52,17.03,0.16,0.24,28.11,0.24,1.72,7.98,6577.432407,0.000102,9792.969421,0.4755,0.33255,137.184,0.669215,0.31041,0.002336195,0.0,0.0,770.9413428,6.0,7.004646529,27.47645378,2.838588476,0.246948366,22.31495186,142.9556233,1.76e-06,10302.88602,283.4787889
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,289.0384431,56.91289378,276.7200012,3.364863606,-0.004940155,1.26e-06,2.400815563,0.206,1.050591238,13.91986465,-0.001536432,6.40013504,57.66,2.31,0.89,20.46,0.66,4.81,13.21,0.0,3195.545196,0.000159,6275.433447,0.5236,0.23433,30.4261,0.675984,0.27949,0.002541113,0.0,0.0,884.085443,5.0,8.581787913,28.00944138,3.817913294,0.345060408,6.053900137,45.70937659,1.83e-06,16992.59208,273.8781758
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1341.914569,775.0012386,1436.434448,9.80488778,-0.000643164,-6.45e-09,7.173356235,0.54,2.980345594,20.2536087,-0.002103095,8.968536377,58.71,33.26,0.07,1.32,0.69,4.57,1.37,0.0,1209.304455,0.000239,4174.694492,0.0798,0.03641,38.898,0.598119,0.28543,0.00234984,0.0,0.0,1633.926877,20.0,7.927335077,24.5385685,3.030989647,0.544609361,28.9802868,49.56591555,1.7e-06,2883.78207,294.4696491
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,392.4073059,270.375087,1266.445564,5.50649151,-0.000393627,-4.85e-07,4.051430874,0.213,1.670781325,25.46236038,-0.00063862,7.058200836,50.66,23.46,19.14,0.0,4.14,0.02,2.58,0.0,13809.96617,8.7e-05,11471.91074,0.6157,0.37782,124.618,0.761867,0.38265,0.00288972,53.53514913,53.53514913,630.1,3.0,9.134933651,26.65628433,3.938464403,0.400965751,12.67687213,99.90205404,1.75e-06,25625.57031,285.9119844
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,588.2437555,134.4237482,388.6766357,1.23220579,-0.000678299,8.72e-08,0.90189329,0.346,0.377172934,11.55638885,-0.000254113,5.486816406,4.05,6.97,0.24,77.06,0.02,4.57,7.09,0.0,8927.513067,0.000128,7789.904125,0.6911,0.61297,156.316,0.863954,0.50799,0.003421593,0.0,0.0,953.8518324,11.0,9.685386478,25.93040276,4.20918417,1.43363067,24.57806966,15.81396103,1.67e-06,30118.47825,298.6489115
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,427.2193731,429.6127065,764.0822372,5.756382763,-0.000857972,1.12e-06,4.258399879,0.562,1.757344288,34.14263916,-0.000665171,7.780014038,72.77,8.84,6.53,0.0,0.2,0.01,11.65,0.0,15709.70324,8.6e-05,11586.89866,0.5989,0.60236,129.842,0.786322,0.39641,0.003051491,0.019443292,0.019443292,1096.456694,3.0,8.487894886,30.70430756,2.962337494,2.216744634,15.16430976,50.38687876,1.79e-06,44521.59269,278.7111469
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99.99890278,130.3582234,133.9982235,325.7766578,0.927692925,0.000105791,7.47e-08,0.669513334,0.411,0.285241475,8.305556297,-5.73e-05,3.357496262,47.62,3.29,45.17,0.0,0.0,0.03,3.89,0.0,13939.196,7.6e-05,13126.99602,0.2894,0.17255,133.39,0.716814,0.51059,0.002537165,0.995208219,0.995208219,2401.186857,3.0,9.755736031,30.08171654,4.47462225,2.326166939,8.176255177,39.84423807,1.82e-06,54681.73007,274.2063636
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,246.1105877,246.3483654,669.3699799,4.282593309,-0.000641423,1.25e-06,3.15114164,0.368,1.312140733,22.55833435,-0.000498334,10.27819443,87.9,9.21,0.52,0.19,0.06,1.05,1.07,0.0,2189.822227,0.00012,8277.718128,0.2445,0.03095,48.8347,0.426258,0.18506,0.001594737,0.0,0.0,1246.458614,5.0,8.81901342,25.76195526,4.045227051,0.180291969,5.639880656,118.685132,1.45e-06,4973.540962,344.4625011
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,390.9473547,119.2462439,342.7822266,1.688528312,-0.001305101,5.05e-07,1.229914448,0.348,0.519941128,11.65014648,-8.15e-05,6.289737701,28.29,3.11,11.77,43.81,0.4,2.28,10.35,0.0,3391.217226,0.000144,6918.487475,0.7547,0.70301,68.6561,0.859164,0.4413,0.002374444,0.0,0.0,887.9127109,7.0,9.431263202,27.00237846,3.570523977,1.199529514,8.939516697,38.34460387,1.81e-06,12701.91298,275.6078174
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,248.6467375,71.66674177,177.10112,5.262176647,-0.004739389,1.95e-06,3.759462327,0.405,1.63636115,15.41916656,-0.002856659,7.373607635,68.86,21.73,0.1,0.29,0.19,2.84,5.98,0.0,1249.18414,0.000285,3497.522617,0.5782,0.08944,23.4475,0.708415,0.30862,0.002850677,0.0,0.0,1904.314124,9.0,8.009879346,23.48215866,4.042146683,0.471659778,7.408111521,23.90637877,1.82e-06,5311.528477,275.1692114
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,565.4370739,154.1381847,372.1921997,2.557120803,-0.000901354,5.66e-07,1.857661613,0.414,0.783448576,12.3829155,-0.000256962,6.748065948,27.28,4.36,9.19,49.63,0.0,2.81,6.72,0.0,5261.983438,9.2e-05,10866.38496,0.0509,0.01651,43.0721,0.51734,0.2703,0.00188315,0.0,0.0,777.9668909,11.0,8.973842316,24.89218903,4.062211037,1.583759824,9.162540201,40.6210714,1.65e-06,19184.73534,303.0899936
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1001.06457,349.0645701,1699.906494,8.783800867,-0.000565498,-9.96e-07,6.396488804,0.205,2.67434664,39.41293335,-0.002243935,13.10014343,70.26,18.25,0.21,0.01,1.21,0.3,9.74,0.02,6317.688505,0.000141,7049.964065,0.5863,0.35238,153.13,0.780641,0.42798,0.003180442,0.0,0.0,3309.843314,13.0,8.123388753,25.51494217,3.377637386,0.38704315,39.44222595,43.09864499,1.81e-06,18504.71809,276.4040722
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,888.8205589,330.7371849,609.039917,2.37403212,-0.000698386,2.49e-07,1.745343621,0.543,0.725603557,14.93317413,-0.000303816,8.637794495,0.7,25.7,0.25,66.98,0.04,4.49,1.84,0.0,3912.093169,0.000133,7482.924234,0.641,0.57776,51.2739,0.760162,0.38899,0.002357917,0.0,0.0,769.6,25.0,9.250728879,27.28281403,3.937610388,0.840187549,5.223133376,116.6043203,1.77e-06,10550.9805,282.7053804
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,377.690717,228.284055,850.759964,1.373884164,0.000341698,-1.14e-07,1.001499661,0.268,0.421397003,13.85208893,-5.46e-05,4.612350464,39.68,17.01,35.84,0.0,0.1,0.04,7.34,0.0,14465.35653,6.6e-05,15108.27639,0.1499,0.13919,43.4982,0.591356,0.34829,0.002245665,0.022211542,0.045009835,717.2154376,2.0,9.625552723,27.23397064,4.4074893,1.447817409,8.904093736,95.54705838,1.81e-06,51860.98602,276.6267735
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1026.192941,689.6185086,1687.008942,14.4669681,-0.000790413,-4.11e-06,10.38721443,0.409,4.382938561,34.05664063,-0.002126424,13.30856323,44.99,44.77,0.03,3.92,0.62,3.64,2.04,0.0,3621.100646,0.000128,7772.376624,0.2656,0.01009,54.1603,0.49068,0.21533,0.002184046,0.000854362,0.000854362,1204.058007,69.0,7.819012326,26.50535774,3.44123888,1.504235999,19.73248798,85.49398046,1.8e-06,7577.622997,277.1657173
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,395.2553147,350.8375367,1510.617744,5.632082818,-0.000522343,-1.41e-06,4.09288592,0.232,1.714392341,34.31430054,-0.000503939,10.5679245,59.98,23.85,10.48,0.0,0.69,0.04,4.95,0.0,24465.11391,5.1e-05,19550.4248,0.166,0.01288,145.392,0.596621,0.2632,0.002256902,0.0,0.0,527.0493755,12.0,8.969883427,29.05547905,3.260756493,0.360246999,9.158371804,164.9439198,1.78e-06,60098.33829,280.2494034
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,397.4015375,218.5070978,456.0588684,7.173102253,-0.003095242,-1.16e-06,5.169739128,0.479,2.188851078,74.91833115,-0.001235849,69.19375992,86.65,4.64,0.33,0.0,0.01,0.28,8.08,0.0,7524.877762,9.9e-05,10052.07199,0.3372,0.00536,35.4254,0.545458,0.20772,0.002434386,0.028087291,8.010997311,1753.586869,7.0,7.851954432,24.63389778,2.313310862,0.371968661,15.34800755,29.71453244,1.82e-06,27478.21215,274.099244
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1284.256192,343.4562041,1438.027893,5.924018398,-0.000639686,-7.72e-07,4.334786619,0.239,1.803101888,32.07931519,-0.00189984,7.02734375,63.02,31.06,0.27,0.06,2.44,0.11,3.04,0.0,2679.615463,0.000154,6469.193666,0.4746,8e-05,116.948,0.619476,0.2657,0.002257259,0.0,0.0,861.5284608,0.0,8.499653409,23.57611847,3.735023022,2.008434988,29.33551233,49.02003676,1.77e-06,8053.420742,282.7472839
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,426.5372773,197.9139405,282.2755585,1.548767472,-0.000705272,6.39e-11,1.104611091,0.701,0.476536654,33.10430527,-0.000161275,16.08306122,11.95,6.09,0.93,73.23,0.01,3.29,4.51,0.0,6560.535987,9.5e-05,10519.57773,0.5272,0.07983,121.113,0.692044,0.29674,0.002172034,0.0,0.0,1081.375753,22.0,9.811352415,26.9087429,4.10808897,0.215257909,2.478683707,113.8812337,1.79e-06,25581.17447,278.6729859
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,284.2382367,108.3137982,365.9222412,2.997939668,-0.00075373,9.7e-07,2.162721462,0.296,0.922006333,14.89666367,-0.000788058,8.618202209,35.85,0.92,1.05,52.24,0.42,8.38,1.14,0.0,4423.454743,0.000154,6477.754713,0.3798,0.04323,32.7652,0.555017,0.25735,0.002896353,0.086156668,17.69783444,1614.1,30.0,9.091524047,28.062006,4.093151093,1.662198137,3.911321476,93.55463197,1.8e-06,15776.74455,278.0466608
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,296.7532117,267.0032117,976.6155396,7.208621225,-0.000583608,-2.71e-06,5.054795726,0.273,2.224464118,21.15208435,-0.002616728,7.051498413,18.07,0.3,50.37,25.27,0.0,3.08,2.91,0.0,1108.376308,0.000222,4492.561978,0.5791,0.26815,120.75,0.656825,0.24127,0.002090474,10.4228966,0.0,2013.858809,0.0,7.552991917,22.89328384,3.722973108,0.913844434,61.98168327,15.53190042,1.82e-06,10883.68566,274.9187412
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,307.4004609,187.1326845,520.878891,7.755425795,-0.000382269,5.99e-07,5.689885441,0.359,2.370807019,19.0201416,-0.000996473,7.51915741,81.08,13.57,0.09,3.76,0.03,1.16,0.31,0.0,1611.251675,0.000181,5506.649672,0.2933,0.01527,54.2685,0.49759,0.24099,0.002056314,0.0,0.0,662.5822902,1.0,8.072599813,25.72472572,3.947439909,0.193634004,6.190799212,84.13758436,1.56e-06,3096.147347,321.0749462
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,345.1400967,105.523428,228.734436,2.040087734,-0.000919193,2.74e-07,1.477226723,0.461,0.621759853,9.917915344,-0.000218649,3.276935577,74.49,3.87,12.39,0.0,0.0,0.07,9.19,0.0,18144.97664,6.2e-05,15923.05056,0.5484,0.3744,54.7271,0.654063,0.21487,0.002386422,0.0,0.0,1600.540023,3.0,8.889860619,29.24144363,3.695388556,0.923374953,11.69712073,19.55476406,1.83e-06,71098.62117,273.1156326
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,613.2028702,159.8617753,269.3822327,1.590334753,-0.000277035,-3.05e-07,1.158527663,0.593,0.484141295,13.73166656,-0.000111538,9.559158325,5.18,10.79,0.49,73.91,0.01,4.52,5.1,0.0,4463.340258,8.6e-05,11560.38904,0.3923,0.00539,28.7814,0.582968,0.14319,0.001630245,0.0,0.0,905.4070717,8.0,9.473875654,22.11510849,4.133247375,0.542410783,8.16692591,32.98453244,1.7e-06,13755.45138,294.6641549
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,529.4728391,155.4395139,330.7722168,1.605792839,-0.001382735,3.22e-07,1.160370246,0.47,0.494102325,11.35263443,-0.000118416,6.800834656,17.45,6.91,8.87,58.35,0.0,2.97,5.45,0.0,6823.012753,8.7e-05,11421.78542,0.0387,0.01569,45.0937,0.523432,0.2988,0.00204009,0.0,0.0,671.4203538,14.0,9.42607112,24.94272041,4.376610279,1.20643876,5.986792511,55.25032247,1.73e-06,26589.2919,289.0169862
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,99.62828625,220.3363681,223.8819237,631.0866933,6.544715204,-0.002552821,5.59e-07,4.819843111,0.355,1.994935934,26.96722412,0.000362148,5.960557938,64.79,6.77,8.97,0.0,3.0,0.02,16.45,0.0,15995.53745,0.000102,9725.429855,0.2598,0.00918,131.909,0.569435,0.23351,0.003668478,50.18796192,50.18796192,1283.032407,2.0,8.161808248,29.00905228,3.099311829,5.024020546,25.23569603,25.00769912,1.82e-06,48997.80254,274.8543414
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,287.857823,72.68004281,162.3522186,2.657496648,-0.001844621,1.04e-06,1.933184174,0.448,0.815864245,9.941524506,-0.000468987,3.506942749,55.4,6.84,20.63,2.99,0.03,1.05,13.07,0.0,4151.46944,0.00012,8278.847015,0.167,0.02188,125.662,0.514966,0.27565,0.002195464,0.0,0.0,1142.0,20.0,8.81231092,28.18003654,3.981192589,0.59841291,8.682251384,18.6993225,1.83e-06,16075.49231,273.4136374
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1126.32093,363.6431346,900.4099731,7.093263321,-0.00156839,-1.07e-06,5.178594032,0.404,2.160438585,26.12527466,-0.002418833,14.24304199,59.95,26.28,0.01,3.69,0.37,2.26,7.46,0.0,1509.973374,0.000246,4051.131925,0.4961,0.27075,127.194,0.674701,0.25356,0.002705849,0.0,0.0,918.2190497,7.0,8.181354436,23.44970512,3.895339251,0.322375682,27.04598903,33.29181167,1.81e-06,5169.816086,276.936357
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,456.7722578,350.6078138,762.6155243,8.054994263,-0.004129653,-1.79e-06,5.820889537,0.46,2.459603052,41.85458755,-0.002038762,14.70277786,81.6,7.13,0.24,0.04,0.01,1.0,9.99,0.0,5640.042605,0.000136,7341.44361,0.3019,0.10541,50.4107,0.547703,0.26808,0.002885725,0.0,0.0,1892.920833,5.0,7.790040189,27.04657364,3.377328634,2.963971031,32.62416044,23.37579003,1.83e-06,25082.96126,273.1714742
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,243.7488397,171.4714426,665.450386,5.686962669,-0.001126313,-2.85e-07,4.048362552,0.258,1.746415047,21.54833221,-0.000879767,6.623748779,59.59,4.79,0.38,28.86,0.08,4.7,1.6,0.0,6449.104487,0.000108,9177.677608,0.2314,0.01578,35.5814,0.520463,0.24119,0.002468381,67.33224325,0.0,1111.507873,2.0,7.921814153,25.95463371,3.390672922,1.830443687,24.5805929,27.07218613,1.81e-06,27702.26994,276.0779446
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,950.9795648,552.7706719,1100.817719,6.629408817,-0.00072346,7.63e-07,4.828080566,0.502,2.031024557,33.07236481,-0.000999608,11.92539978,65.63,25.5,0.02,4.02,0.27,0.97,3.59,0.0,2135.212589,0.000203,4916.400326,0.1703,0.05949,125.318,0.691064,0.36768,0.002651359,0.0,0.0,983.6593469,14.0,8.251121361,26.16113663,3.548669338,1.076863826,28.1767134,39.06835062,1.81e-06,6999.921435,276.3312191
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1171.345143,364.2206927,885.1911011,6.723995976,-0.000521032,-1.07e-06,4.950503289,0.411,2.039219872,22.75097656,-0.001357453,5.401931763,55.15,42.49,0.1,0.01,0.45,0.22,1.58,0.0,4006.717759,0.000134,7456.508464,0.1711,0.00475,37.1906,0.522369,0.29643,0.002394717,0.0,0.0,743.2593315,1.0,8.265342565,24.19285583,3.421004534,1.292980209,27.5022997,32.18607573,1.82e-06,10813.51786,274.596283
1.0,0.0,0.0,0.0,0.857,0.0,0.0,0.143,0.0,0.0,0.0,0.0,1.0,100.0,427.2609265,271.1553662,580.754425,6.668958724,-0.00163393,5.35e-07,4.886342931,0.467,2.030759609,34.02042007,-0.001006275,9.826107025,52.7,38.88,1.32,0.09,0.0,0.18,6.84,0.0,9435.466165,9.6e-05,10349.23388,0.7094,0.35602,159.174,0.760909,0.19441,0.0026477,0.0,0.0,1736.499621,5.0,8.04006036,27.59672928,3.430765867,6.068496609,16.58320698,35.02063418,1.82e-06,30072.13439,275.2116782
1.0,0.0,0.0,0.0,0.833,0.0,0.0,0.167,0.0,0.0,0.0,0.0,1.0,100.0,1239.236858,946.1390793,2030.12439,12.18648251,-0.000811964,-1.86e-06,8.793582662,0.466,3.7302533,50.50706482,-0.002806875,22.0304718,57.99,35.7,0.0,1.11,1.19,1.21,2.8,0.0,3924.504025,0.000174,5719.43429,0.4087,0.13597,58.8845,0.689027,0.40033,0.00308983,0.0,0.0,2569.338525,33.0,7.970374615,26.79281044,2.891331911,0.172142721,18.62647727,108.9913224,1.69e-06,9994.293206,295.3282308
1.0,0.0,0.0,0.0,0.714,0.0,0.0,0.286,0.0,0.0,0.0,0.0,1.0,100.0,243.1937976,27.92934749,74.73664856,0.632592925,-0.001577962,4.03e-07,0.459685238,0.374,0.196942027,4.456108093,-6.89e-05,2.204854965,44.24,5.76,30.84,11.45,0.02,1.52,6.16,0.0,3389.1383,0.000108,9228.719432,0.519,0.42137,33.1921,0.712475,0.29007,0.001779502,0.027270066,0.274551172,842.3265977,6.0,10.42683458,27.29647827,4.744272232,0.858589468,1.356435559,55.09782464,1.78e-06,16592.93457,281.6609831
1.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,182.4284323,90.45176296,263.3133392,1.226317785,0.000823255,1.05e-07,0.8941961,0.344,0.375240748,6.620830536,-9.93e-05,2.625827789,42.54,4.6,40.76,0.0,0.0,0.01,12.08,0.0,26745.11208,5.7e-05,17245.71558,0.0463,0.00373,48.8887,0.614945,0.36186,0.002675077,0.0,0.0,1452.003248,3.0,9.542904877,30.31593132,3.926645279,0.67407105,8.206955853,32.08416665,1.82e-06,99310.79076,275.406609
1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,100.0,250.787173,27.47940322,104.2911377,0.338559277,-0.000725277,-1.18e-07,0.237484918,0.263,0.107253873,5.019859314,-0.000129728,2.858882904,6.89,3.61,1.5,82.49,0.0,5.02,0.48,0.0,2412.300085,0.000142,6994.844493,0.5226,0.42092,117.282,0.670248,0.27681,0.001980765,0.0,0.0,1116.643211,17.0,10.86252261,25.34291649,5.078733921,1.370453454,2.107215554,49.49239174,1.79e-06,12878.65183,278.9862142
